"","id","gender","height","religion","caste","mother_tongue","profession","location","country","age_of_marriage","weight"
"417",417,"female",148.59,"Hindu"," Billava","Kannada","Investment Professional","Begusarai"," India",30,69.0237806817021
"418",418,"male",184.912,"","others","","","Hyderabad"," India",24,74.8528544031121
"419",419,"female",184.912,"Hindu"," Brahmin","Hindi","Student","Delhi"," India",28,59.7909017195805
"420",420,"male",198.12,"","others","","","Dubai"," United Arab Emirates",34,65.0779978485178
"421",421,"female",NA,"","others","Kannada","Software Professional (Others)","Bengaluru / Bangalore"," India",34,NA
"422",422,"female",165.1,"Hindu"," Kaibarta","Odia","Not working","Cuttack"," India",28,56.3421411001577
"423",423,"female",184.912,"Hindu"," Agarwal","Punjabi","Not Specified","Alwar"," India",29,71.1203912082129
"424",424,"male",194.818,"Hindu"," Goud","Telugu","Software Professional (Others)","Hyderabad"," India",31,78.5643525665033
"425",425,"male",184.912,"Hindu"," Brahmin","Hindi","Merchant Naval Officer","Noida"," India",33,70.9302282648354
"426",426,"female",178.308,"Sikh"," Kshatriya","Punjabi","Medical / Healthcare Professional (Others)","Ludhiana"," India",29,79.2740691379727
"427",427,"male",194.818,"Hindu"," Viswabrahmin","Telugu","Mechanical / Production Engineer","Rajahmundry"," India",28,84.0285654077049
"428",428,"male",168.402,"Jain"," Shwetamber","Gujarati","Sales Professional / Marketing","Mumbai"," India",33,73.3821870628739
"429",429,"male",168.402,"","others","","","Bengaluru / Bangalore"," India",30,61.5390419415011
"430",430,"female",168.402,"","","Hindi","Not Specified",""," India",23,70.0988437765008
"431",431,"male",178.308,"Hindu"," Scheduled Caste (SC)","Hindi","Doctor / Healthcare Professional","Kolkata"," India",35,68.8872745222584
"432",432,"male",194.818,"Hindu"," Patel","Gujarati","Software Professional (Others)","Arlington Heights- IL"," USA",33,78.6148156060882
"433",433,"male",184.912,"","","","","Dahod"," India",NA,68.1010513884511
"434",434,"male",168.7322,"Hindu"," Lingayath","Kannada","Pharmacist","Mysuru / Mysore"," India",35,67.4745526185847
"435",435,"male",191.516,"Hindu"," Kayastha","Bengali","Managers and Senior Executives","Ajman"," United Arab Emirates",35,77.2051448665424
"436",436,"female",148.59,"Hindu"," Agarwal","Punjabi","Banking Professional","Anantapur"," India",30,71.7715799407762
"437",437,"female",178.308,"Hindu"," Valmiki","Kannada","Not working","Tumakuru"," India",30,71.1733327396247
"438",438,"female",168.402,"Hindu"," Arya Vysya","Kannada","Not Specified","Raichur"," India",24,74.9571186534468
"439",439,"male",NA,"","others","Kannada","Civil Engineer","Bengaluru / Bangalore"," India",34,NA
"440",440,"female",175.006,"Hindu"," Patel","Gujarati","Science Professional (Others)","Jersey City- NJ"," USA",28,77.1632440500725
"441",441,"female",171.704,"Jain"," Shwetamber","Hindi","Consultant / Supervisor / Team Leads","Jersey City- NJ"," USA",32,68.7362396903217
"442",442,"female",175.006,"Hindu"," Kalita","Assamese","Teacher","Guwahati"," India",30,75.0864386491382
"443",443,"female",175.006,"","","Marathi","Not working","Bhandara"," India",27,66.833579321234
"444",444,"female",181.61,"Hindu"," Brahmin","Bengali","VP / AVP / GM / DGM","Kolkata"," India",28,59.7296342582525
"445",445,"male",194.818,"Hindu"," OBC - Barber/Naayee","Hindi","Research Scholar","Delhi"," India",27,74.2304649624787
"446",446,"female",178.308,"Hindu"," Kayastha","Bengali","Managers and Senior Executives","Bengaluru / Bangalore"," India",32,77.7513660784774
"447",447,"male",168.402,"Sikh"," Khatri","Punjabi","Entrepreneurs / Business ","Mumbai"," India",33,60.1847476980476
"448",448,"male",NA,"","others","Hindi","Medical / Healthcare Professional (Others)",""," India",28,NA
"449",449,"male",194.818,"Christian"," Born Again","Marathi","Team Member / Staff","Mumbai"," India",32,69.8253622954213
"450",450,"male",168.7322,"","others","Marathi","",""," India",29,68.3551448614936
"451",451,"male",168.7322,"Hindu"," Sahu","Hindi","CxO / Chairman / Director / President","Mumbai"," India",29,72.1554531706205
"452",452,"female",175.006,"","others","Marwari","","Navsari"," India",33,65.2875545031363
"453",453,"male",181.61,"Hindu"," Lingayath","Kannada","CxO / Chairman / Director / President","Seattle- WA"," USA",33,80.811791001927
"454",454,"male",188.214,"Christian"," Marthoma","Malayalam","Not Specified","Al Khawr"," Qatar",31,79.177903664744
"455",455,"male",165.1,"","others","Kannada","Logistics and Travel Professional","Challakere"," India",27,67.8233977721358
"456",456,"female",135.382,"Sikh"," Khatri","Punjabi","Not Specified","Kanpur"," India",31,49.3054788940478
"457",457,"female",155.194,"Hindu"," Patel","Gujarati","Not Specified","Bhavnagar"," India",29,62.3843172740878
"458",458,"male",188.214,"Hindu"," Lingayath","Marathi","Mechanical / Production Engineer","Solapur"," India",34,76.974037180545
"459",459,"male",191.516,"Hindu"," Brahmin","Marathi","Software Professional","New York- NY"," USA",31,76.4610424134759
"460",460,"female",165.1,"Hindu"," Kaibarta","Odia","Not Specified","Cuttack"," India",27,59.3857706196005
"461",461,"male",194.818,"Jain"," Shwetamber","Gujarati","Hardware & Networking professional","Toronto"," Canada",33,93.7255105072552
"462",462,"male",151.892,"","others","Telugu","","Yadagirigutta"," India",28,56.8542410341213
"463",463,"male",178.308,"","others","Telugu","","Nizamabad"," India",26,76.2793012834162
"464",464,"male",188.214,"Hindu"," Vaishnav","Gujarati","Civil Engineer","Vadodara"," India",33,69.0609057203112
"465",465,"female",165.1,"","others","Bengali","Finance Professional","Kolkata"," India",29,67.9753154697755
"466",466,"male",181.61,"Muslim"," Memon","Hindi","Admin Professional","Hanumangarh"," India",28,73.2577551017191
"467",467,"male",168.402,"Muslim"," Memon","Gujarati","Logistics and Travel Professional","Ahmedabad"," India",26,67.7283995243643
"468",468,"male",191.516,"Sikh"," Ramdasia","Punjabi","Banking Professional","Mohali"," India",30,76.9300294065939
"469",469,"male",168.7322,"Hindu"," Brahmin","Hindi","Electronics / Telecom Engineer","Jaipur"," India",33,74.6097358707702
"470",470,"male",175.006,"Hindu"," Panchal","Gujarati","Mechanical / Production Engineer","Ahmedabad"," India",30,69.0308427131781
"471",471,"female",165.1,"","others","Bengali","Not working","Siliguri"," India",25,71.7322362441358
"472",472,"male",181.61,"Hindu"," Scheduled Caste (SC)","Punjabi","IAS / IRS / IES / IFS","Jalandhar"," India",35,67.3311619990421
"473",473,"male",188.214,"Hindu"," Balija","Telugu","Marketing Professional","Chittoor"," India",28,75.0951924856551
"474",474,"male",135.7122,"Hindu"," Vaishnav","Gujarati","Writer","Bhavnagar"," India",30,58.7840955924822
"475",475,"male",188.214,"Hindu"," Kayastha","Bengali","Software Professional (Others)","London"," United Kingdom",35,76.9135627676836
"476",476,"female",184.912,"Hindu"," Brahmin","Bengali","Customer Support / BPO / KPO Professional","Mumbai"," India",28,89.2888671077378
"477",477,"female",171.704,"Hindu"," Arya Vysya","Telugu","Medical / Healthcare Professional (Others)","Bengaluru / Bangalore"," India",25,68.390550354575
"478",478,"female",171.704,"Jain"," Shwetamber","Gujarati","Designer (Others)","Toronto"," Canada",32,67.2000040326563
"479",479,"female",184.912,"","others","Telugu","","Bengaluru / Bangalore"," India",31,83.4244133905757
"480",480,"male",168.402,"Hindu"," Brahmin","Gujarati","Mechanical / Production Engineer","Anand"," India",30,67.2294405104994
"481",481,"female",168.402,"Muslim"," Memon","Hindi","Lecturer","Uttar Pradesh"," India",26,63.6805108939609
"482",482,"female",181.61,"Muslim"," Memon","Kutchi","Not working","Buldhana"," India",29,79.8900050315574
"483",483,"male",181.61,"Hindu"," Patel","Gujarati","Managers and Senior Executives","Barking And Dagenham"," United Kingdom",34,61.6378576872924
"484",484,"female",194.818,"Christian"," Born Again","Tamil","Not working","Bengaluru / Bangalore"," India",30,85.0300093867377
"485",485,"female",171.704,"Christian"," Marthoma","Malayalam","Accounting Professional (Others)","Atlanta- GA"," USA",32,67.6464824675878
"486",486,"female",194.818,"Hindu"," Brahmin","Marathi","Not Specified","Florida"," USA",29,74.4491042457108
"487",487,"male",191.516,"Hindu"," Baidya","Bengali","Other Airline Professional","Agra"," India",29,86.1714556582118
"488",488,"female",175.006,"Hindu"," Viswabrahmin","Telugu","Social Worker / Volunteer / NGO","Kadiri"," India",28,70.2788326649114
"489",489,"female",181.61,"Hindu"," Billava","Kannada","Software Professional (Others)","Udupi"," India",30,73.9557105219903
"490",490,"female",184.912,"Hindu"," Brahmin","Marathi","Admin Professional","Mumbai"," India",30,77.6164633220583
"491",491,"male",194.818,"Hindu"," Brahmin","Hindi","Managers and Senior Executives","Bengaluru / Bangalore"," India",33,78.9733665397015
"492",492,"male",191.516,"Hindu"," Viswabrahmin","Telugu","Jewellery Designer","Berhampur"," India",29,74.6327923047855
"493",493,"male",198.12,"","others","Telugu","Software Professional (Others)","Hyderabad"," India",30,83.2145314516046
"494",494,"male",191.516,"","others","Marathi","",""," India",31,74.4427510812315
"495",495,"male",168.7322,"Hindu"," Brahmin","Marathi","Logistics and Travel Professional","Pune"," India",31,72.8341445293034
"496",496,"female",184.912,"Hindu"," Brahmin","Marathi","Software Professional (Others)","Pune"," India",31,75.3775611634405
"497",497,"female",168.402,"Christian"," Roman Catholic","Tamil","Consultant / Supervisor / Team Leads","Mumbai"," India",29,69.7306499799328
"498",498,"female",165.1,"Hindu"," Balija","Telugu","Not Specified","Chennai"," India",27,75.7183753468097
"499",499,"male",194.818,"","others","Tamil","Medical / Healthcare Professional (Others)","Chennai"," India",29,87.8826498859672
"500",500,"male",188.214,"Hindu"," Sahu","Odia","Banking Professional","Baleshwar"," India",27,60.9983917649698
"501",501,"male",184.912,"Hindu"," Bhatia","Gujarati","Not Specified","Mumbai"," India",29,77.838184196643
"502",502,"female",178.308,"Hindu"," Thakur","Hindi","Investment Professional","Lucknow"," India",29,73.9990976093418
"503",503,"female",175.006,"Hindu"," Arora","Punjabi","Software Professional","Delhi"," India",32,62.0794863068731
"504",504,"male",168.7322,"Hindu"," Kaibarta","Bengali","Finance Professional","Berhampore"," India",29,66.3859381120643
"505",505,"female",171.704,"Hindu"," Panchal","Gujarati","Not working","Bharuch"," India",30,73.4519965541746
"506",506,"male",168.7322,"","others","Telugu","","Hyderabad"," India",28,68.2116470177417
"507",507,"male",168.7322,"Hindu"," Brahmin","Marathi","Software Consultant","Pune"," India",32,68.7221562425544
"508",508,"male",148.59,"Hindu"," Ahom","Assamese","Not Specified","Anantapur"," India",28,47.1754964327858
"509",509,"female",165.1,"Hindu"," Ahom","Assamese","Marketing Professional","Silchar"," India",27,51.4395003329664
"510",510,"male",188.214,"Hindu"," Arora","Hindi","Entrepreneurs / Business ","Gurgaon"," India",33,77.6936379477501
"511",511,"female",181.61,"Hindu"," Saini","Hindi","Software Professional (Others)","Noida"," India",29,65.0693598839459
"512",512,"female",184.912,"Hindu"," Lingayath","Kannada","Lecturer","Gadag / Betigeri"," India",30,76.7733559942472
"513",513,"female",NA,"","others","","",""," India",30,NA
"514",514,"male",198.12,"Hindu"," Brahmin","Marathi","Software Professional (Others)","Pune"," India",33,80.1368677728142
"515",515,"female",148.59,"Hindu"," Billava","Tulu","Admin Professional","Mumbai"," India",32,57.4881771624985
"516",516,"male",171.704,"","others","","Non IT Engineer (Others)","Manjeri"," India",28,66.6102147045999
"517",517,"male",181.61,"Jain"," Shwetamber","Gujarati","Entrepreneurs / Business ","Indore"," India",34,80.1895377145461
"518",518,"male",181.61,"","others","","","Kundapura"," India",35,71.016121652028
"519",519,"male",191.516,"","","","Student","Boulder- CO"," USA",26,72.6572062608006
"520",520,"female",155.194,"Sikh"," Ramdasia","Punjabi","Not Specified","Ludhiana"," India",29,53.6560214207702
"521",521,"female",158.496,"Hindu"," Thakur","Hindi","Defense Services","Kanpur"," India",27,55.8537666576294
"522",522,"male",191.516,"Hindu"," Vaishnav","Gujarati","Managers and Senior Executives","Bengaluru / Bangalore"," India",33,86.9735287006467
"523",523,"female",168.402,"Hindu"," Kalita","Assamese","Not working","Guwahati"," India",29,70.7274915182956
"524",524,"female",161.798,"Hindu"," OBC - Barber/Naayee","Marathi","Not working","Ahmednagar"," India",28,54.8037824466267
"525",525,"female",184.912,"Hindu"," Brahmin","Hindi","Not working","Meerut"," India",31,73.4736207104694
"526",526,"male",194.818,"","others","Telugu","","Vijayawada","",27,80.8947585195254
"527",527,"female",168.402,"","others","Malayalam","Lawyer","Kuala Lumpur"," Malaysia",31,61.147050444572
"528",528,"female",168.402,"","others","Tamil","","Bengaluru / Bangalore"," India",29,83.5255146665895
"529",529,"female",151.892,"Muslim"," Memon","English","Company Secretary","Bharuch"," India",29,63.4339539802038
"530",530,"female",184.912,"Hindu"," Brahmin","Marathi","Not working","Maharashtra"," India",31,68.7055597185857
"531",531,"female",181.61,"Hindu"," Vanniyar","Tamil","Software Professional (Others)","Coimbatore"," India",29,63.173134255405
"532",532,"male",178.308,"Hindu"," Brahmin","Marathi","Not Specified","Sangli"," India",32,68.9540596124021
"533",533,"female",168.402,"Hindu"," Baishya","Hindi","Customer Support / BPO / KPO Professional","Lucknow"," India",29,72.1435361772908
"534",534,"male",194.818,"Hindu"," Sindhi-Sakkhar","Sindhi","Software Professional","Mumbai"," India",28,79.4415785113214
"535",535,"female",181.61,"Hindu"," Patel","Gujarati","Not working","Rajkot"," India",29,70.0215774903063
"536",536,"female",184.912,"Hindu"," Kayastha","Bengali","Science Professional (Others)","Bengaluru / Bangalore"," India",32,79.1359716561811
"537",537,"male",168.402,"Hindu"," Patel","Gujarati","Mechanical / Production Engineer","Vancouver"," Canada",32,57.8862446278749
"538",538,"female",165.1,"Hindu"," Patel","Hindi","Nurse","Mandla"," India",29,64.7457106241671
"539",539,"female",168.402,"Hindu"," Arya Vysya","Telugu","Non IT Engineer (Others)","Chennai"," India",24,63.4457159108098
"540",540,"male",175.006,"","others","Telugu","",""," India",21,69.3983944352827
"541",541,"female",181.61,"","","","","Bengaluru / Bangalore"," India",24,74.2759752413647
"542",542,"male",181.61,"Hindu"," Kalita","Assamese","Admin Professional","Golaghat"," India",31,77.6490060842126
"543",543,"male",181.61,"Hindu"," Agarwal","Punjabi","Mariner","Patiala"," India",30,77.3504405084664
"544",544,"male",168.402,"Jain"," Shwetamber","Gujarati","Consultant / Supervisor / Team Leads","Mumbai"," India",32,65.7070078064989
"545",545,"male",188.214,"Hindu"," Baidya","Bengali","Event Manager","Delhi"," India",27,70.9266060171675
"546",546,"female",171.704,"Hindu"," Brahmin","Bengali","Lawyer","Delhi"," India",30,66.3014530614802
"547",547,"male",181.61,"","others","Telugu","Not Specified","Hyderabad"," India",26,80.1257328348932
"548",548,"male",194.818,"","others","Malayalam","Consultant / Supervisor / Team Leads","Raipur"," India",31,79.9087217926251
"549",549,"female",184.912,"","others","Bengali","Not working","Bankura"," India",25,75.2678780666138
"550",550,"female",184.912,"","","Telugu","","Ranga Reddy"," India",25,73.6273258517501
"551",551,"male",168.402,"Hindu"," Kalita","Assamese","Banking Professional","Dispur"," India",29,61.9018395106437
"552",552,"male",178.308,"Christian"," Marthoma","Malayalam","Accounting Professional (Others)","Texas City- TX"," USA",31,71.9395128892947
"553",553,"female",135.7122,"Hindu"," Lingayath","Marathi","Accounting Professional (Others)","Pune"," India",31,44.0068568242795
"554",554,"female",181.61,"Hindu"," Valmiki","Punjabi","HR Professional","Delhi"," India",28,64.843245119153
"555",555,"male",188.214,"Hindu"," Sahu","Hindi","Entrepreneurs / Business ","Jaunpur"," India",29,80.7068939823456
"556",556,"female",171.704,"Hindu"," Goud","Telugu","Not Specified","Nalgonda"," India",28,74.8072775281602
"557",557,"male",184.912,"Hindu"," Vanniyar","Tamil","Science Professional (Others)","Cuddalore"," India",31,73.4219023080686
"558",558,"female",175.006,"Hindu"," Brahmin","Telugu","Doctor / Healthcare Professional","Hyderabad"," India",31,69.5667594291413
"559",559,"male",191.516,"","others","Telugu","Managers and Senior Executives","Warangal"," India",26,82.1438275171244
"560",560,"male",191.516,"","others","Malayalam","Advertising Professional","Delhi"," India",34,65.5749588431129
"561",561,"female",171.704,"","others","Bengali","Not working","Suri"," India",28,68.0561895962977
"562",562,"female",175.006,"Sikh"," Ramdasia","Punjabi","Not working","Patiala"," India",30,76.6369738311876
"563",563,"female",135.7122,"Hindu"," Kalita","Assamese","Not working","Guwahati"," India",29,52.4873709999768
"564",564,"female",171.704,"Hindu"," Panchal","Gujarati","Not Specified","Surat"," India",27,73.2066636014661
"565",565,"male",184.912,"","others","Telugu","","Eluru"," India",26,76.6669404007381
"566",566,"female",175.006,"Hindu"," Rajput - Lodhi","Hindi","Not working","West Bengal"," India",29,64.2441930494919
"567",567,"male",171.704,"Hindu"," Baishya","Bengali","Not working","Barasat"," India",29,72.5406900372912
"568",568,"male",188.214,"Hindu"," Sahu","Odia","Not Specified","Orissa"," India",27,82.3820362798427
"569",569,"male",168.402,"Hindu"," Brahmin","Gujarati","Chef / Sommelier / Food Critic","Vapi"," India",33,82.1880685030189
"570",570,"male",184.912,"Hindu"," Sindhi-Sakkhar","Sindhi","Not Specified","Indore"," India",27,62.3107233946722
"571",571,"female",168.402,"Christian"," Marthoma","Malayalam","Software Professional (Others)","Pune"," India",32,68.0253568126904
"572",572,"female",175.006,"Sikh"," Gursikh","Punjabi","Teacher","Delhi"," India",31,69.0554038962961
"573",573,"female",NA,"","","","",""," India",35,NA
"574",574,"male",191.516,"Hindu"," Valmiki","Telugu","Accounting Professional (Others)","Hyderabad"," India",30,77.394523389567
"575",575,"female",171.704,"Hindu"," Brahmin","Marathi","Interior Designer","Pune"," India",29,71.8934910095654
"576",576,"male",181.61,"Hindu"," Baishya","Bengali","Actor","Kolkata"," India",28,65.1275995790082
"577",577,"male",184.912,"Hindu"," Arya Vysya","Telugu","Accounting Professional (Others)","Gadwal"," India",28,64.4378346088093
"578",578,"female",148.59,"Hindu"," Baishnab","Bengali","Not Specified","Begusarai"," India",28,53.117910786171
"579",579,"male",168.402,"Hindu"," OBC - Barber/Naayee","Hindi","Admin Professional","Raipur"," India",27,72.2786322292062
"580",580,"female",168.402,"Hindu"," Balija","Kannada","Fashion Designer","Anekal"," India",27,56.4685553994171
"581",581,"male",181.61,"","","","Sales Professional / Marketing","Ghotki"," Pakistan",NA,72.3174285808805
"582",582,"male",181.61,"Hindu"," Brahmin","Hindi","Mechanical / Production Engineer","Bokaro Steel City"," India",33,68.6616251503853
"583",583,"male",181.61,"Hindu"," Billava","Kannada","Not Specified","Anantapur"," India",28,65.7149136178454
"584",584,"male",168.7322,"Hindu"," Bhatia","Gujarati","Professor","Rajkot"," India",27,72.0465977547896
"585",585,"female",171.704,"Hindu"," Panchal","Hindi","Not working","Delhi"," India",27,74.7613141309065
"586",586,"male",168.402,"Hindu"," OBC - Barber/Naayee","Assamese","Software Professional","Mumbai"," India",28,76.1845852817476
"587",587,"male",181.61,"","others","Telugu","","Mumbai"," India",32,75.3995488342173
"588",588,"female",178.308,"","others","Tamil","Science Professional (Others)",""," Denmark",28,71.36505609729
"589",589,"female",171.704,"Hindu"," Scheduled Caste (SC)","Hindi","Not Specified","Patiala"," India",31,65.3805322680367
"590",590,"male",191.516,"","others","Malayalam","Company Secretary","Abu Dhabi"," United Arab Emirates",32,71.5913498070818
"591",591,"male",191.516,"Hindu"," Sahu","Hindi","Marketing Professional","Mumbai"," India",28,82.9915505795746
"592",592,"female",194.818,"Hindu"," Brahmin","Marathi","Designer (Others)","Pune"," India",29,81.8261861443962
"593",593,"female",165.1,"Hindu"," Brahmin","Hindi","Not Specified","Lucknow"," India",30,63.6655500567553
"594",594,"male",198.12,"Hindu"," Kshatriya","Marathi","Software Professional","Bengaluru / Bangalore"," India",32,75.945851880179
"595",595,"female",178.308,"Sikh"," Gursikh","Punjabi","Not working","Kaithal"," India",31,64.8887016050739
"596",596,"male",191.516,"Hindu"," Sahu","Hindi","Mechanical / Production Engineer","Jabalpur"," India",27,67.0435855664709
"597",597,"female",171.704,"Hindu"," Vanniyar","Tamil","Not Specified","Chengam"," India",30,64.2590200498475
"598",598,"male",165.1,"Hindu"," Baniya","Hindi","Law Enforcement Employee (Others)","Neemuch"," India",33,69.7596616891665
"599",599,"male",188.214,"","others","Telugu","Software Professional","Hyderabad"," India",27,85.5649515434435
"600",600,"male",201.422,"","others","Telugu","","Eluru","",28,80.6791226089852
"601",601,"male",171.704,"Hindu"," Saini","Hindi","Admin Professional","Rae Bareli"," India",32,65.9713074627732
"602",602,"male",168.402,"Hindu"," Billava","Tulu","Chartered Accountant","Mumbai"," India",31,68.9485411876318
"603",603,"female",188.214,"Sikh"," Khatri","Punjabi","Not Specified","Auckland"," New Zealand",31,79.1769495194575
"604",604,"male",168.402,"Hindu"," Brahmin","Marwari","Banking Professional","Ajmer"," India",32,57.2200305769873
"605",605,"male",148.59,"Hindu"," Baidya","Bengali","Not Specified","Cuddapah / Kadapa"," India",30,69.8763188340752
"606",606,"female",171.704,"Hindu"," Agarwal","Marwari","Electronics / Telecom Engineer","Nagpur"," India",29,74.4871114559555
"607",607,"female",178.308,"Hindu"," Baniya","Hindi","Software Professional (Others)","Pune"," India",34,73.8850091260409
"608",608,"male",191.516,"Hindu"," Saini","Hindi","Mechanical / Production Engineer","Gurgaon"," India",30,83.4446088818943
"609",609,"male",168.7322,"Hindu"," Agri","Marathi","Software Consultant","Maharashtra"," India",28,58.8746844976811
"610",610,"female",178.308,"Hindu"," Viswabrahmin","Telugu","Not working","Warangal"," India",26,68.2926451909044
"611",611,"female",165.1,"Hindu"," Sahu","Hindi","Teacher","Uttar Pradesh"," India",26,73.6899313436544
"612",612,"male",168.402,"Hindu"," Kayastha","Bengali","Electronics / Telecom Engineer","Guwahati"," India",34,74.3736862431763
"613",613,"female",181.61,"","others","Malayalam","Veterinary Doctor / Healthcare Professional","Logan City"," Australia",33,64.1662936611474
"614",614,"male",188.214,"Christian"," Born Again","Malayalam","Admin Professional","Sharjah"," United Arab Emirates",30,67.8627365399931
"615",615,"female",135.382,"Hindu"," Kshatriya","Hindi","Admin Professional","Delhi"," India",31,55.250274446981
"616",616,"female",171.704,"Hindu"," Rajput - Lodhi","Hindi","Nurse","Delhi"," India",30,60.2845886341902
"617",617,"female",178.308,"","","Hindi","Teacher","Mumbai"," India",32,69.219640558676
"618",618,"female",135.7122,"Hindu"," Kaibarta","Assamese","Hairstylist","Delhi"," India",27,40.7754567747078
"619",619,"male",158.496,"","others","","",""," United Arab Emirates",24,63.420189737346
"620",620,"male",168.7322,"","others","Sindhi","",""," India",33,74.0416060105266
"621",621,"female",171.704,"Hindu"," Brahmin","Marathi","Not working","Mumbai"," India",28,67.4400334831427
"622",622,"female",178.308,"Hindu"," Agarwal","Marwari","Doctor / Healthcare Professional","Mumbai"," India",30,73.5058546706338
"623",623,"male",184.912,"Hindu"," Kalita","Assamese","Teacher","Golaghat"," India",29,66.9408137444614
"624",624,"male",191.516,"Muslim"," Memon","Hindi","Sales Professional / Marketing","Surat"," India",27,73.0208905037941
"625",625,"female",148.59,"Hindu"," Arya Vysya","Assamese","Not Specified","Anantapur"," India",25,65.3912500731859
"626",626,"male",181.61,"","others","Bengali","Not working","Midnapore"," India",25,63.8773333303577
"627",627,"male",194.818,"","others","Telugu","","Mumbai"," India",27,81.8402710405986
"628",628,"male",184.912,"Hindu"," Brahmin","Bengali","Teacher","Samastipur"," India",33,76.2292405515529
"629",629,"female",165.1,"","others","Kannada","Not Specified",""," India",25,65.5766783291801
"630",630,"female",171.704,"Hindu"," Agarwal","Punjabi","Banking Professional","Chandigarh"," India",29,64.0986792168298
"631",631,"female",175.006,"Hindu"," Baniya","Hindi","Consultant / Supervisor / Team Leads","Hyderabad"," India",34,69.9718520085163
"632",632,"male",168.7322,"Hindu"," Brahmin","Marathi","Civil Engineer","Des Moines- IA"," USA",31,66.3389594065379
"633",633,"male",184.912,"","others","","","Kozhikode"," India",33,73.4330865839525
"634",634,"female",165.1,"Muslim"," Memon","Hindi","Not Specified","Surat"," India",29,60.5270320835146
"635",635,"male",188.214,"Hindu"," Bhandari","Marathi","Software Professional","Glen Allen- VA"," USA",31,78.3410503189366
"636",636,"male",198.12,"Hindu"," Brahmin","Gujarati","Not Specified","Leicester"," United Kingdom",33,72.8945957124294
"637",637,"male",165.1,"Christian"," Marthoma","Malayalam","Non IT Engineer (Others)","Dubai"," United Arab Emirates",33,70.1359973969119
"638",638,"female",168.402,"Hindu"," Rajput - Lodhi","Hindi","Company Secretary","Balaghat"," India",29,67.8708600562598
"639",639,"female",165.1,"Hindu"," Billava","Tulu","Not Specified","Udupi"," India",30,60.6750286344976
"640",640,"female",168.402,"Hindu"," Vaishnav","Gujarati","Accounting Professional (Others)","Ahmedabad"," India",30,70.7897574232662
"641",641,"male",168.7322,"Hindu"," Valmiki","Hindi","Civil Engineer","Indore"," India",28,58.5377955140674
"642",642,"male",168.402,"Hindu"," Vaishnav","Gujarati","Web / UX Designers","Mumbai"," India",32,65.2546219658795
"643",643,"male",NA,"","","","",""," India",28,NA
"644",644,"male",188.214,"Christian"," Roman Catholic","Konkani","Medical / Healthcare Professional (Others)","Hyderabad"," India",33,76.0730777317386
"645",645,"male",151.892,"","others","Tamil","Not Specified","Chennai"," India",27,53.3391091579347
"646",646,"female",175.006,"Hindu"," Bhatia","Kutchi","Medical / Healthcare Professional (Others)","Charlotte- NC"," USA",30,58.6979291321963
"647",647,"female",175.006,"Hindu"," Lingayath","Kannada","Consultant / Supervisor / Team Leads","Bengaluru / Bangalore"," India",29,68.0116253773875
"648",648,"male",178.308,"Hindu"," Ahom","Assamese","Not working","Dhemaji"," India",29,69.7806351453935
"649",649,"female",175.006,"Hindu"," Panchal","Hindi","HR Professional","Delhi"," India",29,71.8345309206641
"650",650,"male",191.516,"Hindu"," Brahmin","Punjabi","Mechanical / Production Engineer","Sangrur"," India",32,80.1660219954554
"651",651,"female",165.1,"Hindu"," Goud","Telugu","HR Professional","Hyderabad"," India",27,69.7659561903903
"652",652,"female",135.382,"Christian"," Born Again","Konkani","Customer Support / BPO / KPO Professional","Panaji"," India",31,48.8880251378447
"653",653,"male",178.308,"Hindu"," Brahmin","Marathi","Banking Professional","Pune"," India",32,78.3143793830809
"654",654,"male",178.308,"","others","","",""," India",28,71.0344776947249
"655",655,"female",165.1,"Hindu"," Bhatia","Hindi","Not working","Faridabad"," India",29,69.9646715108967
"656",656,"female",171.704,"Hindu"," Arora","Hindi","Software Consultant","Montreal"," Canada",34,67.6500507116626
"657",657,"male",181.61,"Hindu"," Agri","Marathi","Not working","Bhandara"," India",31,80.0639998364249
"658",658,"male",184.912,"Hindu"," Baishya","Bengali","Marketing Professional","Barasat"," India",27,81.7789679977479
"659",659,"female",155.194,"Hindu"," Agri","Bengali","Not working","Bongaigaon"," India",28,67.6377105349958
"660",660,"female",178.308,"Hindu"," Kaibarta","Odia","Software Consultant","Bhubaneswar"," India",26,81.5393680838486
"661",661,"female",165.1,"Hindu"," Sahu","Chattisgarhi","Software Professional","Pune"," India",27,73.4502737095748
"662",662,"male",NA,"","","Telugu","Entrepreneurs / Business ","Hyderabad"," India",34,NA
"663",663,"male",178.308,"Hindu"," Baishya","Odia","Admin Professional","Baleshwar"," India",28,74.7603700183292
"664",664,"male",184.912,"Hindu"," Agri","Marathi","Defense Services","Mumbai"," India",30,82.1084302094564
"665",665,"female",188.214,"Hindu"," Bhatia","Sindhi","Teacher","Ahmedabad"," India",31,64.3483867851208
"666",666,"male",188.214,"","others","Bengali","Software Professional","Bengaluru / Bangalore"," India",30,72.6881104728568
"667",667,"female",165.1,"Hindu"," Baidya","Bengali","Managers and Senior Executives","Mumbai"," India",26,68.7107949759007
"668",668,"female",184.912,"Hindu"," Goud","Telugu","Software Professional (Others)","Hyderabad"," India",27,83.0858386714629
"669",669,"male",NA,"","","","",""," India",29,NA
